"","Level 5 :","Desolation","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Destroyer","Racking Weakness","","Neck","","Daemon Tool / Anatomist's Amulet","Daemon Tool / Anatomist's Amulet","Starmist Scarf / Daemon Tool / Psy Focus","","","Level 5 :","Thick Skin","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Lethal Threat","Outsmart","","Neck","","Psy Focus","Psy Focus","Psy Focus","","","Level 5 :","Thick Skin","Weapon Skill","Level 20 :","Ap +1","Weapon Skill","Level 40 :","Destroyer","Blazing Inferno","","Neck","","Invigorating Resolve","Invigorating Resolve","Starmist Scarf ","","","Level 5 :","Ramming Speed","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Destroyer","Exploit Weakness","","Neck","Grace of the Oblivious","Invigorating Resolve","Invigorating Resolve","Invigorating Resolve","","","Level 5 :","Thick Skin","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Lethal Threat","Backdraft","","Neck","","Psy Focus","Psy Focus","Psy Focus","","","Level 5 :","Ramming Speed","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Destroyer","Contempt for the Weak","","Neck","Grace of the Oblivious","Invigorating Resolve","Invigorating Resolve","Invigorating Resolve / Starmist Scarf",""
"","Level 6 :","Break Through","Medicae","Level 21 :","Weapon Skill","Biophysical Distortion","Level 41 :","Weapon Skill","Hymns of Hatred","","Accessory 1","","Spirit Drape","Spirit Drape","Spirit Drape / Hand of Offence","","","Level 6 :","Break through","Medicae","Level 21 :","Lethality Heightens","Weapon Skill","Level 41 :","Weapon Skill","Impetus","","Accessory 1","","Spirit Drape","Hand of Offence","Notes On Weaknesses","","","Level 6 :","Enfeeble","Medicae","Level 21 :","Psy-Resonator","Weapon Skill","Level 41 :","Weapon Skill","Desolation","","Accessory 1","","Spirit Drape","Spirit Drape","Spirit Drape","","","Level 6 :","Enfeeble","Medicae","Level 21 :","Dependable","Weapon Skill","Level 41 :","Weapon Skill","Desolation","","Accessory 1","First Aid Manual","Warp Surge Brooch","Warp Surge Brooch","Warp Surge Brooch","","","Level 6 :","Break through","Medicae","Level 21 :","Morbid Pirouette","Weapon Skill","Level 41 :","Weapon Skill","Easy Target","","Accessory 1","","Spirit Drape","Hand of Offence","Notes On Weaknesses","","","Level 6 :","Break Through","Medicae","Level 21 :","Allout","Weapon Skill","Level 41 :","Weapon Skill","Open Engagement","","Accessory 1","First Aid Manual","Warp Surge Brooch","Warp Surge Brooch","Warp Surge Brooch / Grimoire of the Void",""
"","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Inflame / Firestorm","","Level 42 :","Enfeeble / Shield of the Emperor","Agility","","Accessory 2","","Warp Surge Brooch / Diagnoster","Warp Surge Brooch","Warp Surge Brooch","","","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Athletics","Killing Edge","Level 42 :","Warp Speed","Agility","","Accessory 2","","Warp Surge Brooch","Warp Surge Brooch","Warp Surge Brooch","","","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Hammer of the Emperor","Athletics","Level 42 :","Orchestrate Flames","Toughness","","Accessory 2","","Warp Surge Brooch","Warp Surge Brooch / Hand Of Offence","Warp Surge Brooch / Hand Of Offence","","","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Wildfire","Destined","Level 42 :","Devastating Attack","Toughness","","Accessory 2","","Spirit Drape","Spirit Drape","Spirit Drape","","","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Athletics / Lore Xenos","Killing Edge","Level 42 :","Sword of Faith","Agility","","Accessory 2","","Warp Surge Brooch","Warp Surge Brooch","Warp Surge Brooch","","","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Wildfire","Destined","Level 42 :","Devastating Attack","Agility","","Accessory 2","","Combat Manipulator","Hand of Offence","Hand of Offence",""
"","Level 8 :","Medicae","Shearing Strikes","Level 23 :","Sower of Distress / Perfect Anatomy","Medicae","Level 43 :","Psyker Extremis","Advanced Skill: Medicae","","Gloves","Avenger Gauntlets","Augmented Gloves","Augmented Gloves","Augmented Gloves","","","Level 8 :","Athletics","Shearing Strikes","Level 23 :","Morbid Piroette","","Level 43 :","Lone Killer","Deterioration","","Gloves","Avenger Gauntlets","Augmented Gloves","Augmented Gloves","Riposte Gauntlets","","","Level 8 :","Athletics","Ramming Speed","Level 23 :","Rite of Calibration","","Level 43 :","Relentless Blaze","Body Of Flames","","Gloves","Avenger Gauntlets","Augmented Gloves","Augmented Gloves","Augmented Gloves","","","Level 8 :","Athletics","Impetus","Level 23 :","Athletics","Allout","Level 43 :","Breaking Attack","Residual Power","","Gloves","","Augmented Gloves","Augmented Gloves","Augmented Gloves","","","Level 8 :","Athletics / Lore Xenos","Shearing Strikes","Level 23 :","Lethality Heightens","","Level 43 :","Melting Armour","Burning Blood","","Gloves","Avenger Gauntlets","Augmented Gloves","Augmented Gloves","Riposte Gauntlets","","","Level 8 :","Athletics","Shearing Strikes","Level 23 :","Athletics","Flashfire","Level 43 :","Breaking Attack","Calculated Resolve","","Gloves","","Augmented Gloves","Augmented Gloves","Augmented Gloves",""
"","Level 9 :","Daring breach II","","Level 24 :","Agility","Characteristic Training: Per","Level 44 :","Athletics / Lore Xenos","Degraded Defence","","Boots","","Inertia Boots","Inertia Boots","Inertia Boots","","","Level 9 :","Daring breach II","","Level 24 :","Agility","Psyker Terminus","Level 44 :","Lore Xenos","Peak Condition","","Boots","","Inertia Boots","Inertia Boots","Inertia Boots","","","Level 9 :","Daring breach II","","Level 24 :","Toughness","Psyker Terminus","Level 44 :","Carouse / Lore Xenos","Degraded Defence","","Boots","Pneumo Boots","Pneumo Boots","Pneumo Boots","Void Veteran Boots","","","Level 9 :","Daring Breach II","","Level 24 :","Toughness","Psyker Terminus","Level 44 :","Carouse","Degraded Defence","","Boots","Pneumo Boots","Pneumo Boots","Pneumo Boots","Void Veteran Boots","","","Level 9 :","Daring breach II","","Level 24 :","Agility","Psyker Terminus","Level 44 :","Awareness","Peak Condition","","Boots","","Inertia Boots","Inertia Boots","Inertia Boots","","","Level 9 :","Daring Breach II","","Level 24 :","Toughness","Psyker Terminus","Level 44 :","Lore Xenos","Degraded Defence","","Boots","Pneumo Boots","Inertia Boots / Pneumo Boots","Inertia Boots / Pneumo Boots","Inertia Boots / Void Veteran Boots",""
"","Level 10 :","Open Engagement","Strength","Level 25 :","Sparks of the Greater Flame","","Level 45 :","AP +1","","","Weapon Set 1","Soulsiphon","Cursebringer","Cursebringer","Incinerator","","","Level 10 :","Desolation","Agility","Level 25 :","Perfect Opening","","Level 45 :","AP +1","","","Weapon Set 1","Soulsiphon","Ancient Force Sword","","Awakened Nightmare / Immaterium's Channeller","","","Level 10 :","Impetus","Strength","Level 25 :","Castigating Echoes","","Level 45 :","AP +1","","","Weapon Set 1","Veilrender","Veilrender / Ancient Force Sword","The Distortion","Sacrifice","","","Level 10 :","Open Engagement","Strength","Level 25 :","Flashfire","","Level 45 :","AP +1","","","Weapon Set 1","Retobi-Pattern Greatsword","[LD Pattern] Industrial Hammer","[LD Pattern] Industrial Hammer","Righteous Justice","","","Level 10 :","Desolation","Agility","Level 25 :","Imminent Demise","","Level 45 :","AP +1","","","Weapon Set 1","Soulsiphon","Ancient Force Sword","","Awakened Nightmare / Immaterium's Channeller","","","Level 10 :","Desolation","Strength","Level 25 :","Blade of Light","","Level 45 :","AP +1","","","Weapon Set 1","Soulsiphon","Ancient Force Sword","","Awakened Nightmare / Immaterium's Channeller",""
"","Level 11 :","Pyromancy","Heavy Armour Prof / PA","Level 26 :","Agility","Medicae","Level 46 :","Edge of Dawn","Athletics / Lore Xenos","","","Veilrender","Veilrender","Veilrender","Cursebringer","","","Level 11 :","Enfeeble","Blade of Light","Level 26 :","Agility","Athletics","Level 46 :","Easy Target","Lore Xenos","","","Veilrender","Veilrender","Veilrender","Veilrender / Sacrifice","","","Level 11 :","Shield of the Emperor","Heavy Armour Proficiency","Level 26 :","Toughness","Athletics","Level 46 :","Crowd Kill","Carouse / Lore Xenos","","","Reflective Shield","Radiant Shield","Heavy Shield / Flames of Retribution","Advanced Shield / Flames of Retribution","","","Level 11 :","Reckless Strike","Heavy Armour Prof / PA","Level 26 :","Athletics","Toughness","Level 46 :","Edge of Dawn","Carouse","","","","","","","","","Level 11 :","Shield of the Emperor","Blade of Light","Level 26 :","Agility","Athletics / Lore Xenos","Level 46 :","Blade Flurry","Awareness","","","Veilrender","Veilrender","Veilrender","Veilrender / Sacrifice","","","Level 11 :","Reckless Strike","Heavy Armour Prof / PA","Level 26 :","Athletics","Toughness","Level 46 :","Hymns of Hatred","Lore Xenos","","","Veilrender","Veilrender","Veilrender","Veilrender / Sacrifice",""
"","Level 12 :","Agility","Athletics / Lore Xenos","Level 27 :","Carnival of Misery III","","Level 47 :","Crowd Kill / Impetus","Athletics / Lore Xenos","","Weapon Set 2","Psyker Staff / Charged Staff","Charged Staff","Charged Staff","Solar Staff","","","Level 12 :","Agility","Athletics","Level 27 :","Dispatch II","","Level 47 :","Blade Flurry","Lore Xenos","","Weapon Set 2","Psyker Staff / Charged Staff","Emergency Cutter","Emergency Cutter","Well-Maintained Rocksaw","","","Level 12 :","Toughness","Athletics","Level 27 :","Overcharge II","","Level 47 :","Fire Within","Carouse / Lore Xenos","","Weapon Set 2","Biomancer Staff","Sanctified Staff","Bloodrinker's Staff / Sanctified Staff","Bloodrinker's Staff / Sanctified Staff","","","Level 12 :","Toughness","Carouse","Level 27 :","Steady Superiority IV","","Level 47 :","Hymns of Hatred","Medicae","","Weapon Set 2","Biomancer Staff","Sanctified Staff","Sanctified Staff","Sanctified Staff","","","Level 12 :","Agility","Athletics / Lore Xenos","Level 27 :","Dispatch II","","Level 47 :","Impetus","Awareness","","Weapon Set 2","Psyker Staff / Charged Staff","Emergency Cutter","Emergency Cutter","Well-Maintained Rocksaw","","","Level 12 :","Toughness","Athletics","Level 27 :","Steady Superiority IV","","Level 47 :","Crowd Kill","Lore Xenos","","Weapon Set 2","Biomancer Staff","Imperial Staff","Imperial Staff","Staff of the Righteous Pyre",""
"","Level 13 :","Body of Flames","Athletics / Lore Xenos","Level 28 :","Master of Torture","","Level 48 :","Relentless Blaze","Agility","","Alternative items","","Invigorating Resolve + Malpian Shroud + rocksaw","Adherent of Mankind + Hand Of Offence","Invigorating Resolve + Malpian Shroud + rocksaw","","","Level 13 :","Open Engagement","Lore Xenos","Level 28 :","Hymns of Hatred","Killing Spree","Level 48 :","Esquive","Agility","","","","","","","","","Level 13 :","Open Engagement","Carouse / Lore Xenos","Level 28 :","Warp Buffer","Shield Mastery","Level 48 :","Hymns of Hatred","Toughness","","","","","","","","","Level 13 :","Crowd Kill","Medicae","Level 28 :","Carouse","Adaptability","Level 48 :","Preferred Targets","Toughness","","","","","","","","","Level 13 :","Open Engagement","Coercion","Level 28 :","Hymns of Hatred","Killing Spree","Level 48 :","Lone Killer","Agility","","","","","","","","","Level 13 :","Impetus","Lore Xenos","Level 28 :","Lore Xenos","Adaptability","Level 48 :","Exploit Weakness","Agility","","","","","","",""
"","Level 14 :","Agility","Psyker Majoris","Level 29 :","Willpower / Perception","Athletics / Lore Xenos","Level 49 :","Perception / Willpower","Athletics / Lore Xenos","","","","","","","","","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Perception","Lore Xenos","Level 49 :","Perception","Awareness","","","","","","","","","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Perception","Carouse / Lore Xenos","Level 49 :","Willpower","Medicae","","Pet Protocol","","Synergy","Warp Conductive Frame","Warp Conductive Frame","","","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Strength","Characteristic Training: Per","Level 49 :","Strength","Medicae","","","","","","","","","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Perception","Awareness","Level 49 :","Perception","Awareness","","","","","","","","","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Agility","Characteristic Training: Per","Level 49 :","Perception","Medicae","","","","","","",""
"","Level 15 :","Daring Breach IV","","Level 30 :","Shield of The Emperor / Enfeeble","Psyker Terminus","Level 50 :","Extermination","Psalms of Heroes","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","Level 15 :","Daring Breach IV","","Level 30 :","Death Whisper","","Level 50 :","Destroyer","Crowd Kill","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","Level 15 :","Daring Breach IV","","Level 30 :","Strategic Adaptation","","Level 50 :","Combat Meditation","Backdraft","","","","","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Warp Speed","","Level 50 :","Extermination","Psalm of Heroes","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","Level 15 :","Daring Breach IV","","Level 30 :","Hammer of the Emperor","","Level 50 :","Destroyer","Fire Within","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","Level 15 :","Daring Breach IV","","Level 30 :","Kick","","Level 50 :","Extermination","Psalm of Heroes","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion"
